text,entities,type
KS Electronics operates a warehouse in Indore.,"[[0, 14, ""ORG""], [39, 45, ""GPE""]]",multi_entity
R K Sharma was observed outside Prime Warehousing in Kochi.,"[[0, 10, ""PERSON""], [32, 49, ""ORG""], [53, 58, ""GPE""]]",multi_entity
The surveillance records was linked to an incident in Kochi.,"[[54, 59, ""GPE""]]",hard_negative
Investigators collected the evidence log for further examination.,[],hard_negative
The investigation report showed that Rajiv Bansal had contacted Nova Components.,"[[37, 49, ""PERSON""], [64, 79, ""ORG""]]",contrastive_negative
"Sameer Khan transferred funds to Metro Logistics Pvt Ltd, while S. Iyer contacted DM Trading Services.","[[0, 11, ""PERSON""], [33, 56, ""ORG""], [64, 71, ""PERSON""], [82, 101, ""ORG""]]",complex
Investigators compared the CCTV footage with records from City Cargo Services.,"[[58, 77, ""ORG""]]",contrastive_negative
The bank records was linked to an incident in Hyderabad.,"[[46, 55, ""GPE""]]",hard_negative
DM Trading Services operates a warehouse in Lucknow.,"[[0, 19, ""ORG""], [44, 51, ""GPE""]]",multi_entity
The FIR was linked to an incident in Mumbai.,"[[37, 43, ""GPE""]]",hard_negative
The evidence log was linked to an incident in Nagpur.,"[[46, 52, ""GPE""]]",hard_negative
"The crime scene report mentioned Md. Arif Khan, Mohit Chawla, and Metro Logistics Pvt Ltd.","[[33, 46, ""PERSON""], [48, 60, ""PERSON""], [66, 89, ""ORG""]]",complex
The suspect travelled from Lucknow to Chennai.,"[[27, 34, ""GPE""], [38, 45, ""GPE""]]",location_context
The Location Surveillance Records was linked to an incident in Bengaluru.,"[[63, 72, ""GPE""]]",hard_negative
No useful information was found in the CCTV record.,[],hard_negative
Police located M. A. Khan near Eastern Express Highway.,"[[15, 25, ""PERSON""], [31, 54, ""LOC""]]",multi_entity
M. A. Khan worked with Nova Components in Pune.,"[[0, 10, ""PERSON""], [23, 38, ""ORG""], [42, 46, ""GPE""]]",multi_entity
"Sameer Khan transferred funds to National Freight Corporation, while Rohan Mehta contacted Western Freight Solutions.","[[0, 11, ""PERSON""], [33, 61, ""ORG""], [69, 80, ""PERSON""], [91, 116, ""ORG""]]",complex
Neeraj Shah travelled from Bengaluru to Ahmedabad with Md. Arif Khan.,"[[0, 11, ""PERSON""], [27, 36, ""GPE""], [40, 49, ""GPE""], [55, 68, ""PERSON""]]",complex
Karan Sethi met an employee of Nova Components near Thane Creek.,"[[0, 11, ""PERSON""], [31, 46, ""ORG""], [52, 63, ""LOC""]]",multi_entity
Vikram Joshi was observed outside National Freight Corporation in Jaipur.,"[[0, 12, ""PERSON""], [34, 62, ""ORG""], [66, 72, ""GPE""]]",multi_entity
Investigators collected the control room log for further examination.,[],hard_negative
Suresh Iyer was observed outside City Cargo Services in Indore.,"[[0, 11, ""PERSON""], [33, 52, ""ORG""], [56, 62, ""GPE""]]",multi_entity
The suspect travelled from Hyderabad to Jaipur.,"[[27, 36, ""GPE""], [40, 46, ""GPE""]]",location_context
Funds moved from an account linked to Neeraj Shah into Apex Distributors.,"[[38, 49, ""PERSON""], [55, 72, ""ORG""]]",multi_entity
The police report contained references to Ravi Deshmukh and KS Electronics.,"[[42, 55, ""PERSON""], [60, 74, ""ORG""]]",contrastive_negative
Ananya Sharma worked with Western Freight Solutions in Jaipur.,"[[0, 13, ""PERSON""], [26, 51, ""ORG""], [55, 61, ""GPE""]]",multi_entity
Karan Sethi and Neeraj Shah met representatives of DM Trading Services in Pune.,"[[0, 11, ""PERSON""], [16, 27, ""PERSON""], [51, 70, ""ORG""], [74, 78, ""GPE""]]",complex
R K Sharma appeared in the vehicle movement record.,"[[0, 10, ""PERSON""]]",hard_negative
The mobile extraction report showed that Priya Nair had contacted KS Electronics.,"[[41, 51, ""PERSON""], [66, 80, ""ORG""]]",contrastive_negative
Mohit Chawla was observed outside Metro Logistics Pvt Ltd in Thane.,"[[0, 12, ""PERSON""], [34, 57, ""ORG""], [61, 66, ""GPE""]]",multi_entity
Neeraj Shah appeared in the incident report.,"[[0, 11, ""PERSON""]]",hard_negative
Ayesha Khan met an employee of DM Trading Services near Dharavi.,"[[0, 11, ""PERSON""], [31, 50, ""ORG""], [56, 63, ""LOC""]]",multi_entity
Investigators compared the arrest memo with records from Prime Warehousing.,"[[57, 74, ""ORG""]]",contrastive_negative
The bank records mentioned Md. Arif Khan.,"[[27, 40, ""PERSON""]]",hard_negative
The CCTV record mentioned S. Iyer.,"[[26, 33, ""PERSON""]]",hard_negative
No useful information was found in the witness statement.,[],hard_negative
BlueLine Transport operates a warehouse in Navi Mumbai.,"[[0, 18, ""ORG""], [43, 54, ""GPE""]]",multi_entity
Maharashtra State Bank operates a warehouse in Thane.,"[[0, 22, ""ORG""], [47, 52, ""GPE""]]",multi_entity
Mohit Chawla and Imran Sheikh met representatives of Western Freight Solutions in Kochi.,"[[0, 12, ""PERSON""], [17, 29, ""PERSON""], [53, 78, ""ORG""], [82, 87, ""GPE""]]",complex
Ananya Sharma was observed outside Prime Warehousing in Thane.,"[[0, 13, ""PERSON""], [35, 52, ""ORG""], [56, 61, ""GPE""]]",multi_entity
"The mobile extraction report mentioned Suresh Iyer, Ananya Sharma, and City Cargo Services.","[[39, 50, ""PERSON""], [52, 65, ""PERSON""], [71, 90, ""ORG""]]",complex
Maharashtra State Bank was named in the bank records reviewed by investigators.,"[[0, 22, ""ORG""]]",contrastive_negative
The surveillance records mentioned Imran Sheikh.,"[[35, 47, ""PERSON""]]",hard_negative
S. Iyer worked with Maharashtra State Bank in Pune.,"[[0, 7, ""PERSON""], [20, 42, ""ORG""], [46, 50, ""GPE""]]",multi_entity
The team reviewed the CCTV footage before questioning Ravi Deshmukh.,"[[54, 67, ""PERSON""]]",hard_negative
DM Trading Services was named in the Location Surveillance Records reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
City Cargo Services was named in the vehicle movement record reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
The Case File was linked to an incident in Chennai.,"[[43, 50, ""GPE""]]",hard_negative
Ravi Deshmukh travelled from Jaipur to Indore with M. A. Khan.,"[[0, 13, ""PERSON""], [29, 35, ""GPE""], [39, 45, ""GPE""], [51, 61, ""PERSON""]]",complex
Karan Sethi and S. Iyer met representatives of Shakti Traders in Hyderabad.,"[[0, 11, ""PERSON""], [16, 23, ""PERSON""], [47, 61, ""ORG""], [65, 74, ""GPE""]]",complex
Mohit Chawla travelled from Lucknow to Surat with Dev Malhotra.,"[[0, 12, ""PERSON""], [28, 35, ""GPE""], [39, 44, ""GPE""], [50, 62, ""PERSON""]]",complex
"According to the investigation report, Suresh Iyer visited National Freight Corporation in Hyderabad.","[[39, 50, ""PERSON""], [59, 87, ""ORG""], [91, 100, ""GPE""]]",contrastive_negative
The CCTV footage showed that Dev Malhotra had contacted Nova Components.,"[[29, 41, ""PERSON""], [56, 71, ""ORG""]]",contrastive_negative
The forensic report mentioned Priya Nair.,"[[30, 40, ""PERSON""]]",hard_negative
The incident report mentioned Ananya Sharma.,"[[30, 43, ""PERSON""]]",hard_negative
The CCTV footage mentioned Vikram Joshi.,"[[27, 39, ""PERSON""]]",hard_negative
Arjun Patel transferred money to National Freight Corporation from Hyderabad.,"[[0, 11, ""PERSON""], [33, 61, ""ORG""], [67, 76, ""GPE""]]",multi_entity
The FIR mentioned Mohammed Arif Khan.,"[[18, 36, ""PERSON""]]",hard_negative
M. A. Khan worked with Apex Distributors in Lucknow.,"[[0, 10, ""PERSON""], [23, 40, ""ORG""], [44, 51, ""GPE""]]",multi_entity
DM Trading Services operates a warehouse in Delhi.,"[[0, 19, ""ORG""], [44, 49, ""GPE""]]",multi_entity
Police located Md. Arif Khan near Powai Lake Road.,"[[15, 28, ""PERSON""], [34, 49, ""LOC""]]",multi_entity
Suresh Iyer was observed outside Apex Distributors in Ahmedabad.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [54, 63, ""GPE""]]",multi_entity
"According to the vehicle movement record, R K Sharma visited Maharashtra State Bank in Indore.","[[42, 52, ""PERSON""], [61, 83, ""ORG""], [87, 93, ""GPE""]]",contrastive_negative
Rajiv Bansal appeared in the Location Surveillance Record.,"[[0, 12, ""PERSON""]]",hard_negative
Nova Components submitted invoices from its Navi Mumbai office.,"[[0, 15, ""ORG""], [44, 55, ""GPE""]]",multi_entity
Investigators compared the CCTV records with records from Apex Distributors.,"[[58, 75, ""ORG""]]",contrastive_negative
"Mohammed Arif Khan transferred funds to DM Trading Services, while Arjun Patel contacted BlueLine Transport.","[[0, 18, ""PERSON""], [40, 59, ""ORG""], [67, 78, ""PERSON""], [89, 107, ""ORG""]]",complex
"According to the mobile extraction report, Suresh Iyer visited Shakti Traders in Lucknow.","[[43, 54, ""PERSON""], [63, 77, ""ORG""], [81, 88, ""GPE""]]",contrastive_negative
DM Trading Services maintained an office in Indore.,"[[0, 19, ""ORG""], [44, 50, ""GPE""]]",org_context
The Case File showed that Arjun Patel had contacted National Freight Corporation.,"[[26, 37, ""PERSON""], [52, 80, ""ORG""]]",contrastive_negative
Metro Logistics Pvt Ltd maintained an office in Pune.,"[[0, 23, ""ORG""], [48, 52, ""GPE""]]",org_context
Funds moved from an account linked to Rohan Mehta into KS Electronics.,"[[38, 49, ""PERSON""], [55, 69, ""ORG""]]",multi_entity
The directors of BlueLine Transport were questioned.,"[[17, 35, ""ORG""]]",org_context
The CDR records was linked to an incident in Ahmedabad.,"[[45, 54, ""GPE""]]",hard_negative
Arjun Patel and M. A. Khan met representatives of Western Freight Solutions in Chennai.,"[[0, 11, ""PERSON""], [16, 26, ""PERSON""], [50, 75, ""ORG""], [79, 86, ""GPE""]]",complex
The mobile extraction report showed that S. Iyer had contacted Prime Warehousing.,"[[41, 48, ""PERSON""], [63, 80, ""ORG""]]",contrastive_negative
The surveillance record showed that Vikram Joshi had contacted BlueLine Transport.,"[[36, 48, ""PERSON""], [63, 81, ""ORG""]]",contrastive_negative
The vehicle associated with Suresh Iyer was found near Nhava Sheva Port Area.,"[[28, 39, ""PERSON""], [55, 76, ""LOC""]]",multi_entity
The incident report was linked to an incident in Thane.,"[[49, 54, ""GPE""]]",hard_negative
The CCTV footage contained references to Suresh Iyer and DM Trading Services.,"[[41, 52, ""PERSON""], [57, 76, ""ORG""]]",contrastive_negative
Police located Ananya Sharma near Bandra Kurla Complex.,"[[15, 28, ""PERSON""], [34, 54, ""LOC""]]",multi_entity
Investigators compared the seizure memo with records from DM Trading Services.,"[[58, 77, ""ORG""]]",contrastive_negative
The control room log was linked to an incident in Mumbai.,"[[50, 56, ""GPE""]]",hard_negative
Investigators compared the investigation report with records from KS Electronics.,"[[66, 80, ""ORG""]]",contrastive_negative
DM Trading Services submitted invoices from its Mumbai office.,"[[0, 19, ""ORG""], [48, 54, ""GPE""]]",multi_entity
Neeraj Shah appeared in the CCTV records.,"[[0, 11, ""PERSON""]]",hard_negative
Priya Nair travelled from Pune to Thane with Mohammed Arif Khan.,"[[0, 10, ""PERSON""], [26, 30, ""GPE""], [34, 39, ""GPE""], [45, 63, ""PERSON""]]",complex
Investigators compared the FIR with records from DM Trading Services.,"[[49, 68, ""ORG""]]",contrastive_negative
Prime Warehousing maintained an office in Nagpur.,"[[0, 17, ""ORG""], [42, 48, ""GPE""]]",org_context
"Mohammed Arif Khan transferred funds to City Cargo Services, while Ananya Sharma contacted Metro Logistics Pvt Ltd.","[[0, 18, ""PERSON""], [40, 59, ""ORG""], [67, 80, ""PERSON""], [91, 114, ""ORG""]]",complex
Priya Nair was observed outside Apex Distributors in Ahmedabad.,"[[0, 10, ""PERSON""], [32, 49, ""ORG""], [53, 62, ""GPE""]]",multi_entity
Police located Mohammed Arif Khan near Dharavi.,"[[15, 33, ""PERSON""], [39, 46, ""LOC""]]",multi_entity
KS Electronics supplied invoices to investigators.,"[[0, 14, ""ORG""]]",org_context
"According to the mobile extraction report, Ananya Sharma visited Shakti Traders in Hyderabad.","[[43, 56, ""PERSON""], [65, 79, ""ORG""], [83, 92, ""GPE""]]",contrastive_negative
Mohit Chawla was observed outside Maharashtra State Bank in Ahmedabad.,"[[0, 12, ""PERSON""], [34, 56, ""ORG""], [60, 69, ""GPE""]]",multi_entity
The police report was linked to an incident in Hyderabad.,"[[47, 56, ""GPE""]]",hard_negative
The team reviewed the CCTV footage before questioning R K Sharma.,"[[54, 64, ""PERSON""]]",hard_negative
No useful information was found in the station diary entry.,[],hard_negative
The Call Detail Records was linked to an incident in Mumbai.,"[[53, 59, ""GPE""]]",hard_negative
KS Electronics operates a warehouse in Delhi.,"[[0, 14, ""ORG""], [39, 44, ""GPE""]]",multi_entity
The witness statement showed that Arjun Patel had contacted National Freight Corporation.,"[[34, 45, ""PERSON""], [60, 88, ""ORG""]]",contrastive_negative
National Freight Corporation rented space at Sector 19 Storage Depot.,"[[0, 28, ""ORG""], [45, 68, ""FAC""]]",facility_context
The suspect travelled from Thane to Pune.,"[[27, 32, ""GPE""], [36, 40, ""GPE""]]",location_context
R K Sharma travelled from Navi Mumbai to Chennai with Imran Sheikh.,"[[0, 10, ""PERSON""], [26, 37, ""GPE""], [41, 48, ""GPE""], [54, 66, ""PERSON""]]",complex
The FIR showed that Rohan Mehta had contacted Metro Logistics Pvt Ltd.,"[[20, 31, ""PERSON""], [46, 69, ""ORG""]]",contrastive_negative
The FIR record was linked to an incident in Chennai.,"[[44, 51, ""GPE""]]",hard_negative
The team reviewed the case file before questioning M. A. Khan.,"[[51, 61, ""PERSON""]]",hard_negative
Entries in the vehicle movement record were compared with bank transactions.,[],hard_negative
The evidence log mentioned Arjun Patel.,"[[27, 38, ""PERSON""]]",hard_negative
The Case File showed that Md. Arif Khan had contacted Maharashtra State Bank.,"[[26, 39, ""PERSON""], [54, 76, ""ORG""]]",contrastive_negative
Md. Arif Khan was seen entering Vashi Logistics Yard.,"[[0, 13, ""PERSON""], [32, 52, ""FAC""]]",facility_context
Investigators compared the Location Surveillance Records with records from KS Electronics.,"[[75, 89, ""ORG""]]",contrastive_negative
National Freight Corporation submitted invoices from its Indore office.,"[[0, 28, ""ORG""], [57, 63, ""GPE""]]",multi_entity
Ayesha Khan appeared in the CCTV record.,"[[0, 11, ""PERSON""]]",hard_negative
Rohan Mehta appeared in the control room log.,"[[0, 11, ""PERSON""]]",hard_negative
Sameer Khan and Mohit Chawla met representatives of Prime Warehousing in Indore.,"[[0, 11, ""PERSON""], [16, 28, ""PERSON""], [52, 69, ""ORG""], [73, 79, ""GPE""]]",complex
Mohit Chawla met an employee of KS Electronics near Bandra Kurla Complex.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 72, ""LOC""]]",multi_entity
The suspect travelled from Kochi to Delhi.,"[[27, 32, ""GPE""], [36, 41, ""GPE""]]",location_context
Ravi Deshmukh was observed outside DM Trading Services in Ahmedabad.,"[[0, 13, ""PERSON""], [35, 54, ""ORG""], [58, 67, ""GPE""]]",multi_entity
Investigators collected the surveillance records for further examination.,[],hard_negative
Md. Arif Khan was observed outside Maharashtra State Bank in Bengaluru.,"[[0, 13, ""PERSON""], [35, 57, ""ORG""], [61, 70, ""GPE""]]",multi_entity
The team reviewed the control room log before questioning Ravi Deshmukh.,"[[58, 71, ""PERSON""]]",hard_negative
Funds moved from an account linked to Md. Arif Khan into KS Electronics.,"[[38, 51, ""PERSON""], [57, 71, ""ORG""]]",multi_entity
Vikram Joshi was seen entering Bhiwandi Distribution Hub.,"[[0, 12, ""PERSON""], [31, 56, ""FAC""]]",facility_context
The crime scene report showed that Md. Arif Khan had contacted Nova Components.,"[[35, 48, ""PERSON""], [63, 78, ""ORG""]]",contrastive_negative
Police located Ayesha Khan near Nhava Sheva Port Area.,"[[15, 26, ""PERSON""], [32, 53, ""LOC""]]",multi_entity
Priya Nair worked with National Freight Corporation in Pune.,"[[0, 10, ""PERSON""], [23, 51, ""ORG""], [55, 59, ""GPE""]]",multi_entity
Officers searched the area around Powai Lake Road.,"[[34, 49, ""LOC""]]",location_context
The team reviewed the Location Surveillance Record before questioning Rohan Mehta.,"[[70, 81, ""PERSON""]]",hard_negative
Police located Sameer Khan near Dharavi.,"[[15, 26, ""PERSON""], [32, 39, ""LOC""]]",multi_entity
"The investigation report mentioned M. A. Khan, Rajiv Bansal, and Maharashtra State Bank.","[[35, 45, ""PERSON""], [47, 59, ""PERSON""], [65, 87, ""ORG""]]",complex
Shakti Traders was named in the FIR reviewed by investigators.,"[[0, 14, ""ORG""]]",contrastive_negative
Rohan Mehta transferred money to City Cargo Services from Bengaluru.,"[[0, 11, ""PERSON""], [33, 52, ""ORG""], [58, 67, ""GPE""]]",multi_entity
The arrest memo was reviewed by the investigating officer.,[],hard_negative
"Rajiv Bansal transferred funds to Western Freight Solutions, while Karan Sethi contacted National Freight Corporation.","[[0, 12, ""PERSON""], [34, 59, ""ORG""], [67, 78, ""PERSON""], [89, 117, ""ORG""]]",complex
Metro Logistics Pvt Ltd supplied invoices to investigators.,"[[0, 23, ""ORG""]]",org_context
Neeraj Shah met an employee of DM Trading Services near Dharavi.,"[[0, 11, ""PERSON""], [31, 50, ""ORG""], [56, 63, ""LOC""]]",multi_entity
Funds moved from an account linked to Rajiv Bansal into National Freight Corporation.,"[[38, 50, ""PERSON""], [56, 84, ""ORG""]]",multi_entity
Nova Components was named in the Location Surveillance Records reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
Imran Sheikh travelled from Hyderabad to Ahmedabad with Arjun Patel.,"[[0, 12, ""PERSON""], [28, 37, ""GPE""], [41, 50, ""GPE""], [56, 67, ""PERSON""]]",complex
Md. Arif Khan worked with Shakti Traders in Surat.,"[[0, 13, ""PERSON""], [26, 40, ""ORG""], [44, 49, ""GPE""]]",multi_entity
Investigators collected the CCTV footage for further examination.,[],hard_negative
Investigators traced the shipment from Surat to Dharavi.,"[[39, 44, ""GPE""], [48, 55, ""LOC""]]",multi_entity
DM Trading Services submitted invoices from its Surat office.,"[[0, 19, ""ORG""], [48, 53, ""GPE""]]",multi_entity
Mohammed Arif Khan appeared in the Call Detail Records.,"[[0, 18, ""PERSON""]]",hard_negative
The Location Surveillance Records contained references to Priya Nair and Maharashtra State Bank.,"[[58, 68, ""PERSON""], [73, 95, ""ORG""]]",contrastive_negative
The evidence log contained references to Suresh Iyer and Prime Warehousing.,"[[41, 52, ""PERSON""], [57, 74, ""ORG""]]",contrastive_negative
The bank records was linked to an incident in Nagpur.,"[[46, 52, ""GPE""]]",hard_negative
Rajiv Bansal worked with Maharashtra State Bank in Chennai.,"[[0, 12, ""PERSON""], [25, 47, ""ORG""], [51, 58, ""GPE""]]",multi_entity
Entries in the mobile extraction report were compared with bank transactions.,[],hard_negative
The investigation report mentioned Priya Nair.,"[[35, 45, ""PERSON""]]",hard_negative
Investigators compared the arrest memo with records from City Cargo Services.,"[[57, 76, ""ORG""]]",contrastive_negative
Funds moved from an account linked to Neeraj Shah into Maharashtra State Bank.,"[[38, 49, ""PERSON""], [55, 77, ""ORG""]]",multi_entity
Prime Warehousing maintained an office in Delhi.,"[[0, 17, ""ORG""], [42, 47, ""GPE""]]",org_context
Police located Neeraj Shah near Powai Lake Road.,"[[15, 26, ""PERSON""], [32, 47, ""LOC""]]",multi_entity
The CCTV record mentioned Suresh Iyer.,"[[26, 37, ""PERSON""]]",hard_negative
Vikram Joshi was seen entering Turbhe Warehouse No. 4.,"[[0, 12, ""PERSON""], [31, 53, ""FAC""]]",facility_context
"The forensic report mentioned Ayesha Khan, Md. Arif Khan, and BlueLine Transport.","[[30, 41, ""PERSON""], [43, 56, ""PERSON""], [62, 80, ""ORG""]]",complex
Karan Sethi worked with Nova Components in Delhi.,"[[0, 11, ""PERSON""], [24, 39, ""ORG""], [43, 48, ""GPE""]]",multi_entity
Md. Arif Khan appeared in the crime scene report.,"[[0, 13, ""PERSON""]]",hard_negative
The station diary entry contained references to Ananya Sharma and National Freight Corporation.,"[[48, 61, ""PERSON""], [66, 94, ""ORG""]]",contrastive_negative
The control room log showed that Karan Sethi had contacted Prime Warehousing.,"[[33, 44, ""PERSON""], [59, 76, ""ORG""]]",contrastive_negative
Western Freight Solutions maintained an office in Bengaluru.,"[[0, 25, ""ORG""], [50, 59, ""GPE""]]",org_context
The CCTV record was reviewed by the investigating officer.,[],hard_negative
Priya Nair travelled from Ahmedabad to Pune with Arjun Patel.,"[[0, 10, ""PERSON""], [26, 35, ""GPE""], [39, 43, ""GPE""], [49, 60, ""PERSON""]]",complex
"According to the Location Surveillance Record, Mohammed Arif Khan visited City Cargo Services in Indore.","[[47, 65, ""PERSON""], [74, 93, ""ORG""], [97, 103, ""GPE""]]",contrastive_negative
Police located S. Iyer near Mumbai-Pune Expressway.,"[[15, 22, ""PERSON""], [28, 50, ""LOC""]]",multi_entity
Mohit Chawla worked with BlueLine Transport in Bengaluru.,"[[0, 12, ""PERSON""], [25, 43, ""ORG""], [47, 56, ""GPE""]]",multi_entity
Ravi Deshmukh travelled from Bengaluru to Delhi with Sameer Khan.,"[[0, 13, ""PERSON""], [29, 38, ""GPE""], [42, 47, ""GPE""], [53, 64, ""PERSON""]]",complex
Investigators traced the shipment from Pune to Nhava Sheva Port Area.,"[[39, 43, ""GPE""], [47, 68, ""LOC""]]",multi_entity
"The incident report mentioned Priya Nair, Vikram Joshi, and City Cargo Services.","[[30, 40, ""PERSON""], [42, 54, ""PERSON""], [60, 79, ""ORG""]]",complex
The Case File contained references to Priya Nair and Shakti Traders.,"[[38, 48, ""PERSON""], [53, 67, ""ORG""]]",contrastive_negative
National Freight Corporation submitted invoices from its Surat office.,"[[0, 28, ""ORG""], [57, 62, ""GPE""]]",multi_entity
Imran Sheikh travelled from Bengaluru to Delhi with Ayesha Khan.,"[[0, 12, ""PERSON""], [28, 37, ""GPE""], [41, 46, ""GPE""], [52, 63, ""PERSON""]]",complex
Vikram Joshi transferred money to City Cargo Services from Navi Mumbai.,"[[0, 12, ""PERSON""], [34, 53, ""ORG""], [59, 70, ""GPE""]]",multi_entity
The evidence log showed that Mohit Chawla had contacted DM Trading Services.,"[[29, 41, ""PERSON""], [56, 75, ""ORG""]]",contrastive_negative
Investigators collected the Location Surveillance Records for further examination.,[],hard_negative
Rajiv Bansal was observed outside Prime Warehousing in Chennai.,"[[0, 12, ""PERSON""], [34, 51, ""ORG""], [55, 62, ""GPE""]]",multi_entity
M. A. Khan met an employee of Nova Components near Andheri East.,"[[0, 10, ""PERSON""], [30, 45, ""ORG""], [51, 63, ""LOC""]]",multi_entity
The CCTV footage contained references to Mohit Chawla and Shakti Traders.,"[[41, 53, ""PERSON""], [58, 72, ""ORG""]]",contrastive_negative
"The station diary entry mentioned Arjun Patel, Sameer Khan, and Prime Warehousing.","[[34, 45, ""PERSON""], [47, 58, ""PERSON""], [64, 81, ""ORG""]]",complex
City Cargo Services maintained an office in Mumbai.,"[[0, 19, ""ORG""], [44, 50, ""GPE""]]",org_context
The consignment was moved through Delhi.,"[[34, 39, ""GPE""]]",location_context
Apex Distributors operates a warehouse in Indore.,"[[0, 17, ""ORG""], [42, 48, ""GPE""]]",multi_entity
Neeraj Shah travelled from Pune to Thane with Ayesha Khan.,"[[0, 11, ""PERSON""], [27, 31, ""GPE""], [35, 40, ""GPE""], [46, 57, ""PERSON""]]",complex
Goods were stored at Vashi Logistics Yard.,"[[21, 41, ""FAC""]]",facility_context
The Case File contained references to Arjun Patel and KS Electronics.,"[[38, 49, ""PERSON""], [54, 68, ""ORG""]]",contrastive_negative
The vehicle associated with M. A. Khan was found near Nhava Sheva Port Area.,"[[28, 38, ""PERSON""], [54, 75, ""LOC""]]",multi_entity
Mohammed Arif Khan was seen entering Bhiwandi Distribution Hub.,"[[0, 18, ""PERSON""], [37, 62, ""FAC""]]",facility_context
The suspect travelled from Bengaluru to Kochi.,"[[27, 36, ""GPE""], [40, 45, ""GPE""]]",location_context
Mohammed Arif Khan worked with Prime Warehousing in Surat.,"[[0, 18, ""PERSON""], [31, 48, ""ORG""], [52, 57, ""GPE""]]",multi_entity
The team reviewed the CCTV records before questioning M. A. Khan.,"[[54, 64, ""PERSON""]]",hard_negative
Ananya Sharma and Ayesha Khan met representatives of Metro Logistics Pvt Ltd in Delhi.,"[[0, 13, ""PERSON""], [18, 29, ""PERSON""], [53, 76, ""ORG""], [80, 85, ""GPE""]]",complex
Funds moved from an account linked to Rajiv Bansal into Metro Logistics Pvt Ltd.,"[[38, 50, ""PERSON""], [56, 79, ""ORG""]]",multi_entity
The control room log mentioned Ananya Sharma.,"[[31, 44, ""PERSON""]]",hard_negative
National Freight Corporation operates a warehouse in Indore.,"[[0, 28, ""ORG""], [53, 59, ""GPE""]]",multi_entity
KS Electronics submitted invoices from its Bengaluru office.,"[[0, 14, ""ORG""], [43, 52, ""GPE""]]",multi_entity
The crime scene report showed that Vikram Joshi had contacted Nova Components.,"[[35, 47, ""PERSON""], [62, 77, ""ORG""]]",contrastive_negative
The station diary entry was linked to an incident in Pune.,"[[53, 57, ""GPE""]]",hard_negative
The suspect travelled from Indore to Chennai.,"[[27, 33, ""GPE""], [37, 44, ""GPE""]]",location_context
KS Electronics submitted invoices from its Jaipur office.,"[[0, 14, ""ORG""], [43, 49, ""GPE""]]",multi_entity
KS Electronics submitted invoices from its Chennai office.,"[[0, 14, ""ORG""], [43, 50, ""GPE""]]",multi_entity
The consignment was moved through Hyderabad.,"[[34, 43, ""GPE""]]",location_context
Investigators compared the vehicle movement record with records from Maharashtra State Bank.,"[[69, 91, ""ORG""]]",contrastive_negative
Police located Arjun Patel near Thane Creek.,"[[15, 26, ""PERSON""], [32, 43, ""LOC""]]",multi_entity
Investigators traced the shipment from Lucknow to Turbhe Industrial Area.,"[[39, 46, ""GPE""], [50, 72, ""LOC""]]",multi_entity
Prime Warehousing operates a warehouse in Surat.,"[[0, 17, ""ORG""], [42, 47, ""GPE""]]",multi_entity
"Priya Nair transferred funds to National Freight Corporation, while M. A. Khan contacted Prime Warehousing.","[[0, 10, ""PERSON""], [32, 60, ""ORG""], [68, 78, ""PERSON""], [89, 106, ""ORG""]]",complex
The arrest memo was linked to an incident in Navi Mumbai.,"[[45, 56, ""GPE""]]",hard_negative
"Karan Sethi transferred funds to Apex Distributors, while Ananya Sharma contacted Maharashtra State Bank.","[[0, 11, ""PERSON""], [33, 50, ""ORG""], [58, 71, ""PERSON""], [82, 104, ""ORG""]]",complex
The team reviewed the investigation report before questioning Ravi Deshmukh.,"[[62, 75, ""PERSON""]]",hard_negative
The bank records showed that Suresh Iyer had contacted City Cargo Services.,"[[29, 40, ""PERSON""], [55, 74, ""ORG""]]",contrastive_negative
The mobile extraction report was linked to an incident in Bengaluru.,"[[58, 67, ""GPE""]]",hard_negative
The bank records mentioned Ananya Sharma.,"[[27, 40, ""PERSON""]]",hard_negative
The team reviewed the CCTV record before questioning Neeraj Shah.,"[[53, 64, ""PERSON""]]",hard_negative
Mohammed Arif Khan appeared in the bank records.,"[[0, 18, ""PERSON""]]",hard_negative
The crime scene report contained references to Ananya Sharma and Western Freight Solutions.,"[[47, 60, ""PERSON""], [65, 90, ""ORG""]]",contrastive_negative
The case file mentioned Priya Nair.,"[[24, 34, ""PERSON""]]",hard_negative
Suresh Iyer worked with Western Freight Solutions in Ahmedabad.,"[[0, 11, ""PERSON""], [24, 49, ""ORG""], [53, 62, ""GPE""]]",multi_entity
Maharashtra State Bank submitted invoices from its Indore office.,"[[0, 22, ""ORG""], [51, 57, ""GPE""]]",multi_entity
Karan Sethi worked with Metro Logistics Pvt Ltd in Delhi.,"[[0, 11, ""PERSON""], [24, 47, ""ORG""], [51, 56, ""GPE""]]",multi_entity
"The Location Surveillance Record mentioned Md. Arif Khan, Neeraj Shah, and DM Trading Services.","[[43, 56, ""PERSON""], [58, 69, ""PERSON""], [75, 94, ""ORG""]]",complex
